sep=,
DeviceTag:,xyz
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
StartTime: ,2025-07-03_12:11:58_000 PDT
© Movella Technologies B. V. 2005-2025

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
70,3054182904,-57.03049087524414,-76.43470764160156,141.11749267578125,9.51221561431885,-1.96346259117126,1.25113952159882,1.24404513835907,0.02693337015808,0.07536989450455
71,3054191237,-57.04543304443359,-76.42913055419922,141.13302612304688,9.48855400085449,-1.98747467994690,1.22052538394928,1.16154146194458,0.20123822987080,0.23853257298470
72,3054199570,-57.03528976440430,-76.42703247070312,141.13113403320312,9.51036262512207,-1.95834827423096,1.20631980895996,1.02232813835144,0.17944051325321,0.18105421960354
73,3054207903,-57.04887771606445,-76.42282867431641,141.14962768554688,9.49564266204834,-1.96209633350372,1.21051132678986,1.08482682704926,0.12997943162918,0.09281317144632
74,3054216236,-57.03897094726562,-76.42018127441406,141.14924621582031,9.49004840850830,-1.95465707778931,1.21823656558990,1.16978919506073,0.18005526065826,0.25828111171722
75,3054224569,-57.05780410766602,-76.41491699218750,141.16322326660156,9.48264503479004,-1.96036505699158,1.21518230438232,1.01085305213928,0.07667622715235,0.30274748802185
76,3054232902,-57.05372619628906,-76.41133880615234,141.16799926757812,9.49719429016113,-1.98776113986969,1.24515950679779,1.07289063930511,0.11832495778799,0.43056246638298
77,3054241235,-57.07513046264648,-76.40628051757812,141.18177795410156,9.51188659667969,-1.99410557746887,1.19079792499542,1.23059749603271,-0.05209935456514,0.38891372084618
78,3054249568,-57.07185745239258,-76.40305328369141,141.18867492675781,9.48785305023193,-1.99052178859711,1.22576129436493,1.23036694526672,0.04476087540388,0.42782172560692
79,3054257901,-57.09500885009766,-76.39771270751953,141.20783996582031,9.51338863372803,-1.98364067077637,1.20971024036407,1.19120275974274,-0.07973711192608,0.45130997896194
80,3054266234,-57.09236526489258,-76.39396667480469,141.21537780761719,9.53158569335938,-1.99125850200653,1.21739244461060,1.23190379142761,0.06310066580772,0.49003869295120
81,3054274567,-57.10744857788086,-76.38752746582031,141.23362731933594,9.50945472717285,-1.99178028106689,1.21777164936066,1.26133465766907,0.16133125126362,0.45353844761848
82,3054282900,-57.09857177734375,-76.38389587402344,141.23422241210938,9.51122856140137,-2.00158715248108,1.19281518459320,1.17447662353516,0.21983416378498,0.37608096003532
83,3054291233,-57.10919570922852,-76.37838745117188,141.24008178710938,9.52205085754395,-1.98366928100586,1.18233633041382,1.15001511573792,0.22429104149342,0.28256344795227
84,3054299566,-57.10214614868164,-76.37516021728516,141.24114990234375,9.49803161621094,-1.98722434043884,1.21956682205200,1.01887023448944,0.18013212084770,0.34160426259041
85,3054307899,-57.11068725585938,-76.37061309814453,141.24205017089844,9.50503349304199,-1.98326873779297,1.27501571178436,1.03708195686340,0.24806106090546,0.15275049209595
86,3054316232,-57.09963607788086,-76.36811065673828,141.23893737792969,9.49778079986572,-1.98382711410522,1.22619760036469,1.02063751220703,0.23023353517056,0.20200666785240
87,3054324565,-57.11084747314453,-76.36319732666016,141.24426269531250,9.48666572570801,-1.97662413120270,1.22669827938080,0.90588587522507,0.21056184172630,0.22979810833931
88,3054332898,-57.10565948486328,-76.36100769042969,141.24499511718750,9.47566413879395,-1.99520683288574,1.21825790405273,0.77156472206116,0.11694179475307,0.23335848748684
89,3054341231,-57.11845397949219,-76.35599517822266,141.25167846679688,9.46642971038818,-2.00456285476685,1.22054684162140,0.81241947412491,0.18277038633823,0.26586294174194
90,3054349564,-57.11591339111328,-76.35343933105469,141.25576782226562,9.45715236663818,-2.03744411468506,1.25065338611603,0.85673207044601,0.06020625680685,0.32234233617783
91,3054357897,-57.13497543334961,-76.34938812255859,141.25965881347656,9.46617984771729,-2.05034089088440,1.26764118671417,0.79961240291595,-0.04182804375887,0.26870614290237
92,3054366230,-57.13661193847656,-76.34692382812500,141.26774597167969,9.48082828521729,-2.06709313392639,1.26073133945465,0.82891499996185,-0.04118768870831,0.37203395366669
93,3054374563,-57.16024780273438,-76.34268188476562,141.28810119628906,9.48987007141113,-2.04559874534607,1.24788498878479,0.73565357923508,-0.15463313460350,0.33809509873390
94,3054382896,-57.15902328491211,-76.34050750732422,141.29402160644531,9.51725769042969,-2.05313038825989,1.25355732440948,0.93224281072617,-0.01193623244762,0.31299316883087
95,3054391229,-57.17050170898438,-76.33636474609375,141.29960632324219,9.51719379425049,-2.05893158912659,1.25021684169769,1.06031394004822,0.05126689001918,0.16040913760662
96,3054399562,-57.15940475463867,-76.33445739746094,141.29669189453125,9.51346683502197,-2.04623532295227,1.24312114715576,1.09130728244781,0.17910754680634,0.14988169074059
97,3054407895,-57.15951156616211,-76.33099365234375,141.29736328125000,9.48586463928223,-2.01886892318726,1.24144768714905,1.09000086784363,0.26450538635254,-0.10309729725122
98,3054416228,-57.13914871215820,-76.32986450195312,141.28273010253906,9.48400497436523,-2.00758838653564,1.23833596706390,0.84722924232483,0.40520435571671,-0.10596608370543
99,3054424561,-57.14083480834961,-76.32575988769531,141.27684020996094,9.49126434326172,-1.96725356578827,1.21671295166016,0.74395257234573,0.32997536659241,-0.05650500208139
100,3054432894,-57.12182235717773,-76.32543945312500,141.26147460937500,9.46190261840820,-1.98515713214874,1.23948037624359,0.60151183605194,0.37157282233238,-0.19799803197384
101,3054441227,-57.12197494506836,-76.32270050048828,141.25172424316406,9.47111511230469,-2.02135777473450,1.24248480796814,0.57702463865280,0.30576992034912,-0.23040002584457
102,3054449560,-57.10569381713867,-76.32330322265625,141.23851013183594,9.48031330108643,-2.02826738357544,1.23952329158783,0.53127759695053,0.25963866710663,-0.25972831249237
103,3054457893,-57.10860061645508,-76.32136535644531,141.23715209960938,9.45106601715088,-2.00433397293091,1.21949529647827,0.59034401178360,0.17121835052967,-0.25086581707001
104,3054466226,-57.09493637084961,-76.32347869873047,141.22692871093750,9.48218059539795,-2.01091456413269,1.23841464519501,0.57756251096725,0.08687067776918,-0.36677020788193
105,3054474559,-57.09746932983398,-76.32155609130859,141.21232604980469,9.48593616485596,-2.01936197280884,1.24616110324860,0.64610624313354,0.16140811145306,-0.25890868902206
106,3054482892,-57.08549118041992,-76.32291412353516,141.20544433593750,9.50061321258545,-2.01697301864624,1.25026690959930,0.76751774549484,0.05682517960668,-0.23672676086426
107,3054491225,-57.08969879150391,-76.32054138183594,141.20606994628906,9.49332427978516,-2.03459811210632,1.26909339427948,0.68532168865204,0.13743320107460,-0.17343398928642
108,3054499558,-57.07400894165039,-76.32136535644531,141.19346618652344,9.51893234252930,-2.01399016380310,1.27114605903625,0.55755782127380,0.22518755495548,-0.26933369040489
109,3054507891,-57.07447433471680,-76.32035827636719,141.17726135253906,9.50797367095947,-1.99901938438416,1.26223361492157,0.62505131959915,0.13930301368237,-0.37683659791946
110,3054516224,-57.05458450317383,-76.32154846191406,141.16140747070312,9.52634239196777,-1.96737515926361,1.24945139884949,0.69533687829971,0.27559635043144,-0.35793331265450
111,3054524557,-57.04356765747070,-76.32110595703125,141.13504028320312,9.51552009582520,-1.95447862148285,1.21136975288391,0.62517946958542,0.36890900135040,-0.61115562915802
112,3054532890,-57.01816177368164,-76.32373809814453,141.11325073242188,9.51559829711914,-1.97881257534027,1.23802840709686,0.67767578363419,0.32320040464401,-0.59272617101669
113,3054541223,-57.00646591186523,-76.32301330566406,141.09870910644531,9.50285911560059,-1.98323297500610,1.25151145458221,0.61521548032761,0.40689492225647,-0.56876403093338
114,3054549556,-56.98281097412109,-76.32428741455078,141.07914733886719,9.47364711761475,-1.96791875362396,1.24096107482910,0.74123752117157,0.35395029187202,-0.42230188846588
115,3054557889,-56.97605895996094,-76.32263946533203,141.06808471679688,9.46097278594971,-1.99835360050201,1.24387180805206,0.64608061313629,0.33612278103828,-0.37645238637924
116,3054566222,-56.95668411254883,-76.32353210449219,141.05268859863281,9.45746707916260,-2.00353336334229,1.22077608108521,0.71657097339630,0.27756863832474,-0.32017791271210
117,3054574555,-56.95517730712891,-76.32188415527344,141.04423522949219,9.46482086181641,-2.01550674438477,1.23987376689911,0.69861537218094,0.19252938032150,-0.28354954719543
118,3054582888,-56.94001007080078,-76.32353210449219,141.03439331054688,9.49404716491699,-2.01994848251343,1.27349936962128,0.86600446701050,0.09757742285728,-0.30880519747734
119,3054591221,-56.93843078613281,-76.32238006591797,141.02584838867188,9.49436187744141,-2.03829503059387,1.22836434841156,0.82660984992981,0.13515351712704,-0.31239122152328
120,3054599554,-56.92463684082031,-76.32369232177734,141.01744079589844,9.49813175201416,-2.04872441291809,1.22714889049530,0.86920619010925,0.08318222314119,-0.25457987189293
121,3054607887,-56.92348861694336,-76.32286834716797,141.00027465820312,9.49805259704590,-2.02964782714844,1.24556744098663,1.00050485134125,0.06327996402979,-0.31974247097969
122,3054616220,-56.90280151367188,-76.32405853271484,140.98631286621094,9.51087760925293,-2.02147221565247,1.25871443748474,1.05437147617340,0.22234436869621,-0.32734996080399
123,3054624553,-56.89369201660156,-76.32305145263672,140.97758483886719,9.52373123168945,-1.98092973232269,1.22950220108032,1.16438460350037,0.23497216403484,-0.42066261172295
124,3054632886,-56.86562728881836,-76.32338714599609,140.95625305175781,9.53290843963623,-1.97628045082092,1.24112558364868,1.09991359710693,0.45169425010681,-0.35514134168625
125,3054641219,-56.85539627075195,-76.32177734375000,140.93371582031250,9.50915431976318,-1.95038712024689,1.21778583526611,1.08708095550537,0.31878197193146,-0.37222611904144
126,3054649552,-56.83105850219727,-76.32318115234375,140.91575622558594,9.47999858856201,-1.97545075416565,1.21696329116821,1.04950487613678,0.29872605204582,-0.41149273514748
127,3054657885,-56.82244873046875,-76.32178497314453,140.89027404785156,9.49120712280273,-1.98970627784729,1.19232165813446,0.88874989748001,0.30851063132286,-0.37914189696312
128,3054666218,-56.80199813842773,-76.32346343994141,140.87509155273438,9.47116565704346,-2.00371170043945,1.19496107101440,0.92010170221329,0.21174006164074,-0.39471536874771
129,3054674551,-56.79815673828125,-76.32214355468750,140.86309814453125,9.46758842468262,-2.01750946044922,1.20672750473022,0.93472743034363,0.18458896875381,-0.30268341302872
130,3054682884,-56.77618408203125,-76.32301330566406,140.84724426269531,9.48577880859375,-2.01439070701599,1.24758458137512,1.03787600994110,0.27974584698677,-0.32286739349365
131,3054691217,-56.77643203735352,-76.32193756103516,140.84561157226562,9.47855377197266,-2.03205800056458,1.25036668777466,1.03485357761383,0.05574937909842,-0.24735666811466
132,3054699550,-56.76252746582031,-76.32382965087891,140.83816528320312,9.48436260223389,-2.04686450958252,1.20706331729889,1.05798304080963,0.01110377069563,-0.29779109358788
133,3054707883,-56.76151275634766,-76.32315826416016,140.83108520507812,9.49710178375244,-2.01854634284973,1.21982395648956,1.19732463359833,0.02455124445260,-0.28936401009560
134,3054716216,-56.74440765380859,-76.32524108886719,140.82180786132812,9.52283763885498,-2.03052759170532,1.22785699367523,1.23508000373840,0.04222505912185,-0.34187316894531
135,3054724549,-56.73923492431641,-76.32463073730469,140.80741882324219,9.51923274993896,-1.99362611770630,1.20386636257172,1.23499047756195,0.11913180351257,-0.36215969920158
136,3054732882,-56.71292495727539,-76.32648468017578,140.78762817382812,9.54493999481201,-1.98557198047638,1.19888091087341,1.12176251411438,0.30646151304245,-0.48203426599503
137,3054741215,-56.69979858398438,-76.32590484619141,140.77256774902344,9.52295875549316,-1.97725272178650,1.21222043037415,1.03979706764221,0.35671663284302,-0.52527111768723
138,3054749548,-56.66818237304688,-76.32807159423828,140.74586486816406,9.51576995849609,-1.98012864589691,1.20755720138550,0.95949643850327,0.44590538740158,-0.62291258573532
139,3054757881,-56.65769577026367,-76.32815551757812,140.72602844238281,9.47750949859619,-1.98861908912659,1.19744312763214,0.96461921930313,0.27769669890404,-0.54770916700363
140,3054766214,-56.63116455078125,-76.33055114746094,140.70359802246094,9.46288204193115,-1.97839772701263,1.20886623859406,0.85309487581253,0.32633814215660,-0.58280068635941
141,3054774547,-56.62620162963867,-76.33133697509766,140.68879699707031,9.44841194152832,-1.98134469985962,1.20040440559387,0.81898957490921,0.13485893607140,-0.53859049081802
142,3054782880,-56.60803985595703,-76.33463287353516,140.67463684082031,9.44848346710205,-1.98746752738953,1.21925210952759,0.82407397031784,0.07091300934553,-0.54130554199219
143,3054791213,-56.60860443115234,-76.33515167236328,140.67243957519531,9.46517086029053,-1.97056508064270,1.18825125694275,0.71900439262390,0.04035522788763,-0.44292134046555
144,3054799546,-56.59477233886719,-76.33985137939453,140.66157531738281,9.48537826538086,-1.97849774360657,1.21074008941650,0.69515746831894,-0.09902463108301,-0.62865012884140
145,3054807879,-56.59801864624023,-76.34201049804688,140.65858459472656,9.48008441925049,-1.99015700817108,1.22199165821075,0.62781769037247,-0.10519767552614,-0.56809818744659
146,3054816212,-56.58895492553711,-76.34661865234375,140.65014648437500,9.49866771697998,-1.99848997592926,1.21312963962555,0.40503787994385,-0.15348048508167,-0.58620733022690
147,3054824545,-56.59318923950195,-76.34814453125000,140.64901733398438,9.50627231597900,-2.01045656204224,1.20963859558105,0.41276061534882,-0.03967645019293,-0.51346296072006
148,3054832878,-56.58045959472656,-76.35262298583984,140.63702392578125,9.51552677154541,-2.02198719978333,1.23560357093811,0.43932253122330,-0.05863098427653,-0.62631922960281
149,3054841211,-56.57916641235352,-76.35383605957031,140.62576293945312,9.53054809570312,-2.02162241935730,1.19910979270935,0.44039833545685,0.11394491046667,-0.57214510440826
150,3054849544,-56.56052398681641,-76.35818481445312,140.60671997070312,9.51422500610352,-2.03345322608948,1.21053278446198,0.33253678679466,0.11394492536783,-0.72324353456497
151,3054857877,-56.55421447753906,-76.36001586914062,140.59049987792969,9.49790954589844,-2.01982688903809,1.20132708549500,0.34050279855728,0.22206260263920,-0.73407834768295
152,3054866210,-56.52704620361328,-76.36447143554688,140.56333923339844,9.50178813934326,-2.01351118087769,1.18700027465820,0.41108286380768,0.29820090532303,-0.85915261507034
153,3054874543,-56.52073669433594,-76.36759948730469,140.54824829101562,9.49477672576904,-2.01984834671021,1.17481148242950,0.40499946475029,0.12764853239059,-0.85925507545471
154,3054882876,-56.49628829956055,-76.37367248535156,140.52438354492188,9.48049259185791,-2.03532719612122,1.16618525981903,0.47085365653038,0.11374000459909,-0.96880716085434
155,3054891209,-56.48986816406250,-76.37808990478516,140.50930786132812,9.49162197113037,-2.03876757621765,1.19776499271393,0.56296247243881,0.02537089586258,-0.97923219203949
156,3054899542,-56.46727752685547,-76.38471221923828,140.48884582519531,9.47710227966309,-2.01892566680908,1.20671319961548,0.64992278814316,-0.00545583106577,-0.97546690702438
157,3054907875,-56.46459960937500,-76.39025115966797,140.47387695312500,9.46278762817383,-2.02487659454346,1.20696306228638,0.69802629947662,-0.15819349884987,-1.01983058452606
158,3054916208,-56.44635772705078,-76.39791870117188,140.45779418945312,9.46309089660645,-2.02500581741333,1.21613395214081,0.64070171117783,-0.17799332737923,-1.01322245597839
159,3054924541,-56.44637298583984,-76.40473175048828,140.45120239257812,9.45426368713379,-2.02361059188843,1.21420204639435,0.67902046442032,-0.29679211974144,-1.11204195022583
160,3054932874,-56.42827606201172,-76.41304016113281,140.43536376953125,9.48253250122070,-2.06440377235413,1.18746542930603,0.65740209817886,-0.22929863631725,-1.07175087928772
161,3054941207,-56.42590332031250,-76.41860961914062,140.42277526855469,9.51217269897461,-2.07147765159607,1.20229995250702,0.76201057434082,-0.17107747495174,-1.02287876605988
